target_id,target_label,judge_id,judge_label,n_pairs,mean_delta,median_delta,ci95_low,ci95_high,positive_rate,zero_rate,negative_rate,cohens_dz,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p,metric,ci_method,effect
qwen3-8b-q8_0,Qwen3-8B-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.0619,0.0,0.048797499999999994,0.0752,0.444,0.352,0.204,0.2877213181364528,9.098546966971037,4.840648537691036e-19,168866.5,3.0847587774057704e-19,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.1382,0.0,0.1108,0.1658,0.424,0.366,0.21,0.31298084527909537,9.897323350866992,4.271304746937551e-22,168711.5,2.5159031104021404e-19,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
qwen3-8b-q8_0,Qwen3-8B-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.10533333333333333,0.0,0.09008333333333335,0.12108333333333335,0.491,0.339,0.17,0.42163112667357294,13.333146927114639,1.9144897668256123e-37,133839.0,1.3187132330191357e-37,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.05383333333333334,0.0,0.03883333333333334,0.06891666666666667,0.432,0.342,0.226,0.22327619317249675,7.0606131771682605,3.1004547576637437e-12,181070.5,2.572781873961484e-14,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
qwen3-8b-q8_0,Qwen3-8B-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.15066666666666667,0.0,0.12033333333333335,0.18133333333333335,0.444,0.336,0.22,0.3082007500132813,9.74616346614139,1.6769478910293504e-21,166826.0,4.1722051021421585e-20,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,-0.0179,0.0,-0.0335,-0.002897500000000035,0.048,0.876,0.076,-0.07277981566061405,-2.3014998517473253,0.021568451197819152,237088.5,0.11427146879723259,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,0.0883,0.0,0.0706,0.107,0.118,0.871,0.011,0.2966467860850515,9.380795045975066,4.261584097819024e-20,199872.5,1.5937298438179304e-09,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,-0.1502,0.0,-0.185005,-0.1164,0.018,0.87,0.112,-0.27308979756693086,-8.635857660658104,2.2756187587604367e-17,205832.0,1.0439577962714482e-07,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,-0.040916666666666664,0.0,-0.058502083333333336,-0.023,0.161,0.568,0.271,-0.14434004645352236,-4.5644330436764,5.631664236686853e-06,205635.5,5.350752459806985e-07,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,0.025249999999999998,0.0,0.005083333333333332,0.04616666666666666,0.196,0.544,0.26,0.07568092485763381,2.393240979781772,0.016884023676713936,235101.0,0.0896298298784652,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,deepseek-v4-pro,DeepSeek judge,1000,-0.16283333333333333,0.0,-0.2008333333333333,-0.1243291666666667,0.165,0.552,0.283,-0.26372489044158187,-8.339713294737676,2.4492914370295364e-16,197340.5,2.971100051435792e-09,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.0121,0.0,-0.0331,0.008602499999999966,0.062,0.861,0.077,-0.03647066308921598,-1.1533036313855523,0.2490616400247311,243252.5,0.40348051090704173,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,0.1187,0.0,0.0945,0.1445,0.128,0.846,0.026,0.29294402802293773,9.263703554966757,1.1764890311297538e-19,202105.0,1.0641975169786537e-08,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.231,0.0,-0.278,-0.18560000000000001,0.019,0.853,0.128,-0.30989696673621603,-9.799802548638793,1.0341773735165561e-21,198857.5,9.37681840878057e-10,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.011166666666666665,0.0,-0.033168750000000004,0.01066666666666667,0.075,0.834,0.091,-0.03189057366556056,-1.008468486725562,0.3134738027698555,242994.0,0.39040362748605717,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,0.12166666666666666,0.0,0.09575,0.14891666666666667,0.141,0.814,0.045,0.2839648303948357,8.979756394310918,1.3216625717245186e-18,204754.5,8.626203150724146e-08,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gemini-3.1-pro-low,Gemini pro-low judge,1000,-0.24766666666666665,0.0,-0.2975,-0.1995,0.03,0.828,0.142,-0.31270432821155897,-9.888579113413739,4.625085242813521e-22,197588.5,4.901775807448226e-10,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gpt-5.5,GPT judge,1000,-0.0032,0.0,-0.024399999999999998,0.018102499999999966,0.153,0.723,0.124,-0.009367043094661338,-0.2962119112008203,0.7671298176839654,239168.5,0.20240164618796508,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gpt-5.5,GPT judge,1000,0.1228,0.0,0.0984975,0.1485,0.206,0.71,0.084,0.29945134166925697,9.469482880681397,1.9612184006056708e-20,193490.0,7.451452749694813e-11,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gpt-5.5,GPT judge,1000,-0.244,0.0,-0.29400499999999996,-0.195,0.08,0.708,0.212,-0.30592391345197734,-9.674163572204728,3.1977173861788646e-21,190296.0,6.20540265769467e-12,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gpt-5.5,GPT judge,1000,0.00033333333333333376,0.0,-0.021666666666666664,0.022333333333333334,0.181,0.676,0.143,0.0009386945267034381,0.0296841273151663,0.9763248998316826,235496.5,0.09272782256269972,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gpt-5.5,GPT judge,1000,0.12483333333333334,0.0,0.0995,0.15141875,0.229,0.662,0.109,0.29313940220938733,9.269881829218587,1.1154014773461244e-19,194605.0,2.535641936367384e-10,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,gpt-5.5,GPT judge,1000,-0.259,0.0,-0.311,-0.208,0.1,0.666,0.234,-0.3117872727861598,-9.859579274564975,6.019467981671396e-22,189152.0,3.6664235484033254e-12,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,-0.0005000000000000006,0.0,-0.019100000000000002,0.0176,0.17,0.655,0.175,-0.0016981238276961095,-0.05369939044523029,0.9571854047361222,248571.5,0.848862244640908,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,0.1363,0.0,0.11460000000000001,0.15919999999999998,0.297,0.625,0.078,0.37732817411295805,11.932164555495318,8.876750052305506e-31,156816.5,4.7590470473686386e-26,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,-0.1618,0.0,-0.2032,-0.1222,0.127,0.647,0.226,-0.25008015946483464,-7.908229015269924,6.886423941918208e-15,204389.0,1.9949051934065891e-07,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,-0.012916666666666665,0.0,-0.030833333333333334,0.004916666666666668,0.267,0.413,0.32,-0.04515524714607099,-1.4279342928940224,0.15362330066262883,232763.5,0.053307237780471646,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,0.08458333333333333,0.0,0.06408124999999999,0.106,0.319,0.4,0.281,0.24920179674360418,7.880452747161205,8.492289963685528e-15,218045.5,0.00037660982746408415,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,qwen3-8b-q8_0,Qwen judge,1000,-0.10916666666666666,0.0,-0.14783333333333332,-0.07116666666666666,0.305,0.41,0.285,-0.17675798439595375,-5.589578253117155,2.935914555462449e-08,242057.0,0.3653533950297162,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.0454,0.0,0.030100000000000002,0.061200000000000004,0.352,0.419,0.229,0.17953953103785536,5.677538481181173,1.7904572663047772e-08,198620.0,1.148761285045286e-08,behavior_risk,paired_percentile_bootstrap_10000,load_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.0748,0.0,0.0574,0.0925,0.379,0.398,0.223,0.2673078218617873,8.453015534617986,9.949491053450832e-17,186251.5,1.6083147877459917e-12,behavior_risk,paired_percentile_bootstrap_10000,scarcity_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,-0.044800000000000006,0.0,-0.07859999999999999,-0.011800000000000003,0.3,0.414,0.286,-0.08275237044468343,-2.6168597238320044,0.00900831341249422,244587.0,0.5315048252766924,behavior_risk,paired_percentile_bootstrap_10000,contrast_of_contrasts
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.04941666666666667,0.0,0.032333333333333346,0.06675,0.369,0.39,0.241,0.17680944638655818,5.591205624149518,2.909354516816982e-08,198587.0,1.1976156263335664e-08,risk_score,paired_percentile_bootstrap_10000,load_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,0.08591666666666667,0.0,0.06666666666666665,0.10541874999999998,0.397,0.367,0.236,0.27920317313903703,8.829179570657006,4.647660246498959e-18,184172.5,3.302525408621843e-13,risk_score,paired_percentile_bootstrap_10000,scarcity_coded_contrast
llama-3.1-8b-instruct-q8_0,Llama-3.1-8B-Instruct-Q8_0,llama-3.1-8b-instruct-q8_0,Llama judge,1000,-0.06516666666666666,0.0,-0.10266666666666666,-0.027995833333333386,0.309,0.381,0.31,-0.10802415653781715,-3.4160237697807103,0.0006610123501928569,239427.0,0.2326663873667465,risk_score,paired_percentile_bootstrap_10000,contrast_of_contrasts
